,Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,Property Address
163,Closed,12/4/2020,387300.0,NA,To Be Built,170303763,Nikki Trocchio,trocchion,Calcagni Real Estate,584 Ridgewood Road  Middletown Connecticut 06457
164,Closed,12/4/2020,416695.0,NA,Under Construction,170317739,Laura Spinelli,SPINELLL,"Laurel Crest Realty, LLC",Lot 3 Great Pyrenees Way  Bristol Connecticut 06010
165,Closed,12/4/2020,598000.0,NA,Completed/Never Occupied,170324124,Joyce M Covone,COVONEJM,Berkshire Hathaway NE Prop.,205 Edgewater Circle   East Hampton Connecticut 06424
166,Closed,12/4/2020,705000.0,NA,Model,170335699,Zsuzsanna Szalai,18027,Coldwell Banker Realty,5 Putnam Hill Road 2C Greenwich Connecticut 06830
167,Closed,12/3/2020,409000.0,NA,To Be Built,170274091,Patricia Wheway,WHEWAYP,Coldwell Banker Realty,38 Meacham Drive 38 Enfield Connecticut 06082
168,Closed,12/2/2020,1194.0,NA,Completed/Never Occupied,170356864,Jarah Tuttle,3033,NewBridge Properties,719 Post Road 209 Darien Connecticut 06820
169,Closed,12/1/2020,731115.0,NA,To Be Built,170250413,Pam Gleason,PGLEA01,Gleason Group Real Estate LLC,15 Deer Hill Drive  Newtown Connecticut 06470
170,Closed,12/1/2020,242225.0,NA,Under Construction,170282928,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,41 Eden  3 Southington Connecticut 06489
171,Closed,12/1/2020,701194.0,NA,Under Construction,170295792,Sandie A Terenzi,TERENZI,Keller Williams Realty,Lot 18 Stone House Lane   Burlington Connecticut 06013
172,Closed,12/1/2020,346125.0,NA,To Be Built,170304020,Nikki Trocchio,trocchion,Calcagni Real Estate,480 Ridgewood Road  Middletown Connecticut 06457
173,Closed,12/1/2020,359000.0,NA,Under Construction,170316045,Sue Kopec-Jutcawitz,10636,Coldwell Banker Realty,33 Rowland Farm Road  Oxford Connecticut 06478
174,Closed,12/1/2020,385815.0,NA,Under Construction,170339341,Alfred D Serrao,SERRAOA,Pulte Realty of Connecticut In,1061 Augusta Drive 5721 Oxford Connecticut 06478
175,Closed,12/1/2020,3900.0,NA,Completed/Never Occupied,170340779,Jennifer Collins,22881,"Compass Connecticut, LLC",1675 Post Road 302 Fairfield Connecticut 06824
176,Closed,11/30/2020,364678.0,NA,To Be Built,170104102,Kathy Childs,PALAGONK,Thomas Jacovino,1 Cherry Circle 288 Prospect Connecticut 06712
177,Closed,11/30/2020,333000.0,NA,Under Construction,170330947,Androula Kazantzis,EBARIBEAA,"Kazantzis Real Estate, LLC",211 Windham   Brooklyn Connecticut 06234
178,Closed,11/29/2020,1300.0,NA,Completed/Never Occupied,170318725,Ellie Martinez-Soares,SOARESE,,53 South Street 6 Danbury Connecticut 06810
179,Closed,11/25/2020,468000.0,NA,Under Construction,170332985,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",116 Willow Creek Lane   Southington Connecticut 06489
180,Closed,11/24/2020,345237.0,NA,To Be Built,170104099,Kathy Childs,PALAGONK,Thomas Jacovino,3 Cherry Circle 287 Prospect Connecticut 06712
181,Closed,11/23/2020,538235.0,NA,To Be Built,170008853,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,9 Essex Glen Drive 9 Essex Connecticut 06426
182,Closed,11/23/2020,538235.0,NA,To Be Built,170008868,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,19 Essex Glen Drive  Essex Connecticut 06426
183,Closed,11/23/2020,456430.0,NA,Under Construction,170237737,Andrea Bannerman,20635,Thomas Jacovino,153 Brentwood Circle 20 Danbury Connecticut 06810
184,Closed,11/23/2020,749995.0,NA,Model,170253761,Suzanne B DeMarco,21546,Thomas Jacovino,5 Crossing Way 3 Bethel Connecticut 06801
185,Closed,11/23/2020,686804.0,NA,Under Construction,170289205,Andrea Bannerman,20635,Thomas Jacovino,135 Winding Ridge Way 84 Danbury Connecticut 06810
186,Closed,11/23/2020,244900.0,NA,Completed/Never Occupied,170321264,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,820 Seaview Avenue 4 Bridgeport Connecticut 06607
187,Closed,11/20/2020,383645.0,NA,Under Construction,170251414,Wendy L. O'Donnell,ODONNELW,EG Group Realty,29 Park Avenue  Stonington Connecticut 06355
188,Closed,11/20/2020,361250.0,NA,To Be Built,170311433,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road  3 Southington Connecticut 06489
189,Closed,11/20/2020,422017.0,NA,Under Construction,170325591,Sandra Fehrs,FEHRSSAN,Calcagni Real Estate,4 Hillcrest Village; Lot 4   Southington Connecticut 06489
190,Closed,11/20/2020,249200.0,NA,Model,170344248,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,112 Pepin Place  7 South Windsor Connecticut 06074
191,Closed,11/19/2020,504331.0,NA,To Be Built,170237741,Andrea Bannerman,20635,Thomas Jacovino,27 West Cross Trail 107 Danbury Connecticut 06810
192,Closed,11/19/2020,459900.0,NA,To Be Built,170263875,Amy Romano,ROMANOA,Preston Gray Real Estate,Lot#1 Meadow Street  Shelton Connecticut 06484
193,Closed,11/19/2020,399000.0,NA,To Be Built,170284629,Lisa M Therecka,ETHERECKL,Therecka & Associates LLC,13 Little River Lane  Canterbury Connecticut 06331
194,Closed,11/18/2020,421870.0,NA,To Be Built,170237748,Andrea Bannerman,20635,Thomas Jacovino,21 West Cross Trail 110 Danbury Connecticut 06810
195,Closed,11/18/2020,274900.0,NA,Under Construction,170243477,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,41 Eden Avenue 41-8 Southington Connecticut 06489
196,Closed,11/18/2020,643924.0,NA,To Be Built,170281369,Cheryl A Rosadino,ROSADICH,Berkshire Hathaway NE Prop.,Lot 3 Cornwall Avenue  Cheshire Connecticut 06410
197,Closed,11/18/2020,328150.0,NA,Model,170344001,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,108 Pepin Place  6 South Windsor Connecticut 06074
198,Closed,11/17/2020,302500.0,NA,Model,170258713,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",Lot 43 Heritage Hill 31 Wolcott Connecticut 06716
199,Closed,11/17/2020,1309000.0,NA,Under Construction,170320872,Kim Harizman,18778,"Compass Connecticut, LLC",6 Daybreak Commons  Westport Connecticut 06880
200,Closed,11/16/2020,486522.0,NA,Under Construction,170300019,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,14 Prospect Ridge   Simsbury Connecticut 06070
201,Closed,11/16/2020,318000.0,NA,Under Construction,170342492,Robin L Smith,PASAYR,RE/MAX Bell Park Realty,120 BALLOUVILLE RD   Killingly Connecticut 06241
202,Closed,11/15/2020,5000.0,NA,Under Construction,170340009,Jennifer Collins,22881,"Compass Connecticut, LLC",1675 Post Road 401 Fairfield Connecticut 06824
203,Closed,11/13/2020,359000.0,NA,Under Construction,170286528,Sue Kopec-jutcawitz,10636,Coldwell Banker Realty,29 Rowland Farm Road  Oxford Connecticut 06478
204,Closed,11/13/2020,2000.0,NA,Completed/Never Occupied,170334823,Tim Debowes,18139,"Hathaway, Inc.",614 Shippan Avenue 108 Stamford Connecticut 06901
205,Closed,11/13/2020,180000.0,NA,Completed/Never Occupied,170339819,Mary Jane Cavanaugh,CAVAMAR,Realty Experts LLC,17 Fitzpatrick Avenue  Harwinton Connecticut 06791
206,Closed,11/12/2020,487181.0,NA,To Be Built,170181236,John Huhn,HUHNJO,Coldwell Banker Realty,15 SeaView Ter LOT 10   Waterford Connecticut 06385
207,Closed,11/12/2020,666374.0,NA,To Be Built,170284784,Brette Stern,sternbr,Calcagni Real Estate,58 Mackenzie Willow Terrace  Cheshire Connecticut 06410
208,Closed,11/12/2020,265000.0,NA,Completed/Never Occupied,170308438,David Aurigemma,AURIGEMD,"Regency Real Estate, LLC",11 Nina Drive  Naugatuck Connecticut 06770
209,Closed,11/10/2020,675231.0,NA,To Be Built,170281333,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 1 Cornwall Avenue  Cheshire Connecticut 06410
210,Closed,11/10/2020,477763.0,NA,To Be Built,170283033,Maryam A Taylor,TAYLORMA,Calcagni Real Estate,500 Ridgewood Road  Middletown Connecticut 06457
211,Closed,11/10/2020,386550.0,NA,Under Construction,170285070,Rick P Jowdy,RJOWD,RJ Real Estate,42 chestnut Street 7 Bethel Connecticut 06801
212,Closed,11/10/2020,481495.0,NA,Under Construction,170317062,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",151 Willow Creek Lane   Southington Connecticut 06489
213,Closed,11/10/2020,1400.0,NA,Completed/Never Occupied,170327537,Richard Greene,GREENER,Coldwell Banker Realty,15 Center  4 Salem Connecticut 06420
214,Closed,11/9/2020,603949.0,NA,To Be Built,170295090,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,188 North Ridge Drive  Southington Connecticut 06489
215,Closed,11/9/2020,383170.0,NA,Under Construction,170348987,Bridie Bradbury,bradbubr,Calcagni Real Estate,139 Mulholland Way  84 North Haven Connecticut 06473
216,Closed,11/6/2020,580000.0,NA,Completed/Never Occupied,170259208,DONNA MEMBRINO,MEMBDO,William Pitt Sotheby's Int'l,120 Bayview Circle  Watertown Connecticut 06795
217,Closed,11/6/2020,462545.0,NA,Under Construction,170280984,Andrea Bannerman,20635,Thomas Jacovino,14 West Cross Trail 127 Danbury Connecticut 06810
218,Closed,11/5/2020,289024.0,NA,To Be Built,170316232,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road  2 Southington Connecticut 06489
219,Closed,11/4/2020,715000.0,NA,Under Construction,170237258,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,46 Arbor Crossing   East Lyme Connecticut 06333
220,Closed,11/4/2020,235000.0,NA,Completed/Never Occupied,170264602,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,790 Seaview Avenue 3 Bridgeport Connecticut 06607
221,Closed,11/4/2020,8900.0,NA,Completed/Never Occupied,170317902,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 201 / The Jesup Westport Connecticut 06880
222,Closed,11/3/2020,376499.0,NA,Under Construction,170259242,Wendy L. O'Donnell,ODONNELW,EG Group Realty,30 Park Avenue  Stonington Connecticut 06355
223,Closed,11/3/2020,381000.0,NA,Under Construction,170293347,Ryan Peterson,PETERSOR,Century 21 AllPoints Realty,179 Scenic Drive  Berlin Connecticut 06037
224,Closed,11/2/2020,414839.0,NA,To Be Built,170274087,Patricia Wheway,WHEWAYP,Coldwell Banker Realty,37 Meacham Drive 37 Enfield Connecticut 06082
225,Closed,11/2/2020,397123.0,NA,To Be Built,170312355,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road  11 Southington Connecticut 06489
226,Closed,11/1/2020,3500.0,NA,Completed/Never Occupied,170339477,Aneta S Jankowski,4468,Keller Williams Prestige Prop.,27 Houston Terrace 4 Stamford Connecticut 06902
227,Closed,10/30/2020,350697.0,NA,To Be Built,170189414,Kathy Childs,PALAGONK,Thomas Jacovino,2 Tamarack Court 170 Prospect Connecticut 06712
228,Closed,10/30/2020,446539.0,NA,To Be Built,170207068,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,135 RIDGEWOOD Drive 258 Middlebury Connecticut 06762
229,Closed,10/30/2020,442673.0,NA,To Be Built,170237745,Andrea Bannerman,20635,Thomas Jacovino,23 West Cross Trail 109 Danbury Connecticut 06810
230,Closed,10/30/2020,601050.0,NA,To Be Built,170266144,Marilyn F Rock,ROCKMA,Calcagni Real Estate,Lot 1 Copper Valley Ct   Cheshire Connecticut 06410
231,Closed,10/30/2020,349000.0,NA,Completed/Never Occupied,170267388,Alfred D Serrao,SERRAOA,Pulte Realty of Connecticut In,1010 St. Andrews Drive 4717 Oxford Connecticut 06478
232,Closed,10/30/2020,369995.0,NA,Under Construction,170286517,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,137 Ridgewood Drive Road 257 Middlebury Connecticut 06762
233,Closed,10/30/2020,295000.0,NA,Completed/Never Occupied,170315910,Mark H Mooney,MOONEYMH,"Mooney Real Estate, LLC",759 George Washington Turnpike  A Burlington Connecticut 06013
234,Closed,10/30/2020,299900.0,NA,Under Construction,170332969,Maureen L Morrill,MORRILMA,Diorio Realty,403-A Heritage Village Condo  403-A Southbury Connecticut 06488
235,Closed,10/30/2020,257900.0,NA,Completed/Never Occupied,170338809,Cheryl Alaimo,ALAIMOCH,Coldwell Banker Realty,37 Spier Avenue  Enfield Connecticut 06082
236,Closed,10/29/2020,559431.0,NA,To Be Built,170240426,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,35 Arbor Crossing   East Lyme Connecticut 06333
237,Closed,10/29/2020,500000.0,NA,Completed/Never Occupied,170268006,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,41 Glen Place (102 Orchard St)  16 Glastonbury Connecticut 06033
238,Closed,10/29/2020,4500.0,NA,Completed/Never Occupied,170273093,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street   Westport Connecticut 06880
239,Closed,10/29/2020,6200.0,NA,Completed/Never Occupied,170277800,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street one Westport Connecticut 06880
240,Closed,10/29/2020,2895.0,NA,Completed/Never Occupied,170339382,Carol M Horsford,smithcar,Farnam Realty Group,91 Church Street 3 New Haven Connecticut 06511
241,Closed,10/28/2020,296345.0,NA,To Be Built,170189393,Kathy Childs,PALAGONK,Thomas Jacovino,6 Tamarack Court 225 Prospect Connecticut 06712
242,Closed,10/28/2020,356160.0,NA,Under Construction,170235591,Wendy L. O'Donnell,ODONNELW,EG Group Realty,28 Park Avenue  Stonington Connecticut 06355
243,Closed,10/28/2020,785000.0,NA,Completed/Never Occupied,170287563,Steven Lorenz,17590,Keller Williams Prestige Prop.,47 Field Street  Stamford Connecticut 06906
244,Closed,10/27/2020,590179.0,NA,To Be Built,170122960,Suzanne B DeMarco,21546,Thomas Jacovino,10 Cole Lane 28 Bethel Connecticut 06801
245,Closed,10/27/2020,489900.0,NA,Completed/Never Occupied,170254070,Stacy M Blake,BLAKEST,Stacy Blake Realty LLC,27 Hunter Mountain Roads  Oxford Connecticut 06478
246,Closed,10/26/2020,643395.0,NA,Under Construction,170245810,Andrea Bannerman,20635,Thomas Jacovino,129 Winding Ridge Way 81 Danbury Connecticut 06810
247,Closed,10/23/2020,297000.0,NA,Under Construction,170089046,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,9 Henry Drive  Plainfield Connecticut 06354
248,Closed,10/23/2020,349980.0,NA,To Be Built,170104058,Kathy Childs,PALAGONK,Thomas Jacovino,4 Cherry Circle 278 Prospect Connecticut 06712
249,Closed,10/23/2020,528754.0,NA,To Be Built,170145732,Meredith Colasanto,COLASANM,Thomas Jacovino,134 RIDGEWOOD Drive 182 Middlebury Connecticut 06762
250,Closed,10/23/2020,299000.0,NA,Under Construction,170297094,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,8 Henry Drive  Plainfield Connecticut 06354
251,Closed,10/23/2020,483400.0,NA,Under Construction,170313140,Barbara Sylvester,JSYL1,Carey & Guarrera Real Estate,18 SYLVESTERS WAY   Shelton Connecticut 06484
252,Closed,10/22/2020,384145.0,NA,To Be Built,170104067,Kathy Childs,PALAGONK,Thomas Jacovino,2 Cherry Circle 277 Prospect Connecticut 06712
253,Closed,10/22/2020,502500.0,NA,To Be Built,170248671,Kelly Fressola,FRESSOLKE,Berkshire Hathaway NE Prop.,526 Quaker Farms Road   Oxford Connecticut 06478
254,Closed,10/21/2020,239900.0,NA,Under Construction,170245412,Dawn Cabral,cabralda,"West View Properties, LLC",32 Stevens Boulevard  Thomaston Connecticut 06787
255,Closed,10/21/2020,352900.0,NA,Completed/Never Occupied,170247830,Kathy Childs,PALAGONK,Thomas Jacovino,5 White Oak Drive 2 Prospect Connecticut 06712
256,Closed,10/21/2020,412500.0,NA,Completed/Never Occupied,170249413,Amy F Rio,PAYNEA,Executive Real Estate Inc.,17 Meshomasic Trail  Portland Connecticut 06480
257,Closed,10/21/2020,989000.0,NA,Under Construction,170268031,Tim M Dent,JDENT,Coldwell Banker Realty,8 Black Pine Ridge   Ridgefield Connecticut 06877
258,Closed,10/20/2020,307360.0,NA,To Be Built,170270560,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,25 Kennison Court 79 South Windsor Connecticut 06074
259,Closed,10/20/2020,365000.0,NA,Under Construction,170323841,Eric Rosales,ROSALESE,Smart Realty Services Corp,180 Clover Hill Avenue  Bridgeport Connecticut 06606
260,Closed,10/19/2020,540334.0,NA,To Be Built,170253025,Andrea Bannerman,20635,Thomas Jacovino,131 Winding Ridge Way 82 Danbury Connecticut 06810
261,Closed,10/19/2020,434049.0,NA,Under Construction,170274528,Andrea Bannerman,20635,Thomas Jacovino,15 West Cross Trail 113 Danbury Connecticut 06810
262,Closed,10/19/2020,527860.0,NA,Under Construction,170294772,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,13 Prospect Ridge   Simsbury Connecticut 06070
263,Closed,10/16/2020,370000.0,NA,Under Construction,170206046,Kristin M Daly-Murphy,dalykr,Calcagni Real Estate,145 Mulholland Way  North Haven Connecticut 06473
264,Closed,10/16/2020,270000.0,NA,Completed/Never Occupied,170264354,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,850 Seaview Avenue 1 Bridgeport Connecticut 06607
265,Closed,10/16/2020,615000.0,NA,To Be Built,170266689,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,3 Partridge Court   East Lyme Connecticut 06333
266,Closed,10/16/2020,614513.0,NA,To Be Built,170280705,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,15 Partridge Court   East Lyme Connecticut 06333
267,Closed,10/16/2020,1450.0,NA,Completed/Never Occupied,170283062,Mac A McCorrison,MCCORRIR,McCorrison DW Fish Real Estate,196 East Hampton Road  Marlborough Connecticut 06249
268,Closed,10/16/2020,438871.0,NA,Under Construction,170318727,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,60 Hillcrest Village; Lot 60   Southington Connecticut 06489
269,Closed,10/15/2020,483821.0,NA,Under Construction,170207324,Meredith Colasanto,COLASANM,Thomas Jacovino,139 RIDGEWOOD Drive 256 Middlebury Connecticut 06762
270,Closed,10/15/2020,464550.0,NA,To Be Built,170263859,Amy Romano,ROMANOA,Preston Gray Real Estate,Lot#2 Meadow Street  Shelton Connecticut 06484
271,Closed,10/15/2020,259900.0,NA,Completed/Never Occupied,170271950,Sandie A Terenzi,TERENZI,Keller Williams Realty,8 Gillette Way   Bristol Connecticut 06010
272,Closed,10/15/2020,474450.0,NA,To Be Built,170290510,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",159 Willow Creek Lane   Southington Connecticut 06489
273,Closed,10/14/2020,667779.0,NA,To Be Built,170145969,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,94 Long Meadow homesite 30 Drive  South Windsor Connecticut 06074
274,Closed,10/14/2020,270000.0,NA,Completed/Never Occupied,170318521,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,820 Seaview Avenue 1 Bridgeport Connecticut 06607
275,Closed,10/14/2020,595000.0,NA,Completed/Never Occupied,170335410,Christina Gajda,GAJDACH,Coldwell Banker Realty,250-D Boston Post Road Road  Westbrook Connecticut 06498
276,Closed,10/13/2020,386854.0,NA,To Be Built,170104052,Kathy Palagonia,PALAGONK,Thomas Jacovino,6 Cherry Circle 279 Prospect Connecticut 06712
277,Closed,10/13/2020,499900.0,NA,To Be Built,170244622,Chris Carey,CCARE1,Carey & Guarrera Real Estate,112 Wells View Road  Shelton Connecticut 06484
278,Closed,10/13/2020,271950.0,NA,Under Construction,170247268,Doug Blackwood,BLACKWOD,Calcagni Real Estate,25 Beecher Walk 25 Orange Connecticut 06477
279,Closed,10/13/2020,525462.0,NA,To Be Built,170276682,Renee Meuse,MEUSER,Century 21 AllPoints Realty,20 Sweetheart Mountain (Lot 3) Road  Canton Connecticut 06019
280,Closed,10/9/2020,140000.0,NA,To Be Built,170170822,Amy Meehan,meehanam,William Raveis Real Estate,5 Murphys Turn   Simsbury Connecticut 06070
281,Closed,10/9/2020,399135.0,NA,To Be Built,170296480,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road 8 Southington Connecticut 06489
282,Closed,10/8/2020,355000.0,NA,Under Construction,170307478,Mario Fajardo,13199,William Raveis Real Estate,517 Seltsam Road  Bridgeport Connecticut 06606
283,Closed,10/6/2020,460265.0,NA,To Be Built,170172227,Vincenzo Valentino,Valentivi,Calcagni Real Estate,271 Jackson Hill   Middlefield Connecticut 06455
284,Closed,10/6/2020,821600.0,NA,Model,170271661,Donna McNamara,MCNAMARAD,RMS Real Estate Group,159 Colonial Road Road 8 Stamford Connecticut 06906
285,Closed,10/6/2020,646262.0,NA,To Be Built,170281388,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 4 Cornwall Avenue  Cheshire Connecticut 06410
286,Closed,10/6/2020,2650.0,NA,Model,170337864,Paul Rullo,B7277,Paul Rullo Real Estate,2 Reynolds Road  Danbury Connecticut 06811
287,Closed,10/5/2020,486000.0,NA,Under Construction,170267890,Lindy Ladutko,LADUTKOB,Property-Connection LLC,465 Orange Center Road   Orange Connecticut 06477
288,Closed,10/5/2020,409799.0,NA,Under Construction,170274526,Andrea Bannerman,20635,Thomas Jacovino,17 West Cross Trail 112 Danbury Connecticut 06810
