Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,comp_addr
Closed,12/1/2020,3900,,Completed/Never Occupied,170340779,Jennifer Collins,22881,"Compass Connecticut, LLC",1675 Post Road 302 Fairfield Connecticut 06824
Closed,11/30/2020,364678,,To Be Built,170104102,Kathy Childs,PALAGONK,Thomas Jacovino,1 Cherry Circle 288 Prospect Connecticut 06712
Closed,11/30/2020,333000,,Under Construction,170330947,Androula Kazantzis,EBARIBEAA,"Kazantzis Real Estate, LLC",211 Windham   Brooklyn Connecticut 06234
Closed,11/29/2020,1300,,Completed/Never Occupied,170318725,Ellie Martinez-Soares,SOARESE,,53 South Street 6 Danbury Connecticut 06810
Closed,11/25/2020,468000,,Under Construction,170332985,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",116 Willow Creek Lane   Southington Connecticut 06489
Closed,11/24/2020,345237,,To Be Built,170104099,Kathy Childs,PALAGONK,Thomas Jacovino,3 Cherry Circle 287 Prospect Connecticut 06712
Closed,11/23/2020,538235,,To Be Built,170008853,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,9 Essex Glen Drive 9 Essex Connecticut 06426
Closed,11/23/2020,538235,,To Be Built,170008868,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,19 Essex Glen Drive  Essex Connecticut 06426
Closed,11/23/2020,456430,,Under Construction,170237737,Andrea Bannerman,20635,Thomas Jacovino,153 Brentwood Circle 20 Danbury Connecticut 06810
Closed,11/23/2020,749995,,Model,170253761,Suzanne B DeMarco,21546,Thomas Jacovino,5 Crossing Way 3 Bethel Connecticut 06801
Closed,11/23/2020,686804,,Under Construction,170289205,Andrea Bannerman,20635,Thomas Jacovino,135 Winding Ridge Way 84 Danbury Connecticut 06810
Closed,11/23/2020,244900,,Completed/Never Occupied,170321264,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,820 Seaview Avenue 4 Bridgeport Connecticut 06607
Closed,11/20/2020,383645,,Under Construction,170251414,Wendy L. O'Donnell,ODONNELW,EG Group Realty,29 Park Avenue  Stonington Connecticut 06355
Closed,11/20/2020,361250,,To Be Built,170311433,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road  3 Southington Connecticut 06489
Closed,11/20/2020,422017,,Under Construction,170325591,Sandra Fehrs,FEHRSSAN,Calcagni Real Estate,4 Hillcrest Village; Lot 4   Southington Connecticut 06489
Closed,11/20/2020,249200,,Model,170344248,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,112 Pepin Place  7 South Windsor Connecticut 06074
Closed,11/19/2020,504331,,To Be Built,170237741,Andrea Bannerman,20635,Thomas Jacovino,27 West Cross Trail 107 Danbury Connecticut 06810
Closed,11/19/2020,459900,,To Be Built,170263875,Amy Romano,ROMANOA,Preston Gray Real Estate,Lot#1 Meadow Street  Shelton Connecticut 06484
Closed,11/19/2020,399000,,To Be Built,170284629,Lisa M Therecka,ETHERECKL,Therecka & Associates LLC,13 Little River Lane  Canterbury Connecticut 06331
Closed,11/18/2020,421870,,To Be Built,170237748,Andrea Bannerman,20635,Thomas Jacovino,21 West Cross Trail 110 Danbury Connecticut 06810
Closed,11/18/2020,274900,,Under Construction,170243477,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,41 Eden Avenue 41-8 Southington Connecticut 06489
Closed,11/18/2020,643924,,To Be Built,170281369,Cheryl A Rosadino,ROSADICH,Berkshire Hathaway NE Prop.,Lot 3 Cornwall Avenue  Cheshire Connecticut 06410
Closed,11/18/2020,328150,,Model,170344001,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,108 Pepin Place  6 South Windsor Connecticut 06074
Closed,11/17/2020,302500,,Model,170258713,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",Lot 43 Heritage Hill 31 Wolcott Connecticut 06716
Closed,11/17/2020,1309000,,Under Construction,170320872,Kim Harizman,18778,"Compass Connecticut, LLC",6 Daybreak Commons  Westport Connecticut 06880
Closed,11/16/2020,486522,,Under Construction,170300019,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,14 Prospect Ridge   Simsbury Connecticut 06070
Closed,11/16/2020,318000,,Under Construction,170342492,Robin L Smith,PASAYR,RE/MAX Bell Park Realty,120 BALLOUVILLE RD   Killingly Connecticut 06241
Closed,11/15/2020,5000,,Under Construction,170340009,Jennifer Collins,22881,"Compass Connecticut, LLC",1675 Post Road 401 Fairfield Connecticut 06824
Closed,11/13/2020,359000,,Under Construction,170286528,Sue Kopec-jutcawitz,10636,Coldwell Banker Realty,29 Rowland Farm Road  Oxford Connecticut 06478
Closed,11/13/2020,2000,,Completed/Never Occupied,170334823,Tim Debowes,18139,"Hathaway, Inc.",614 Shippan Avenue 108 Stamford Connecticut 06901
Closed,11/13/2020,180000,,Completed/Never Occupied,170339819,Mary Jane Cavanaugh,CAVAMAR,Realty Experts LLC,17 Fitzpatrick Avenue  Harwinton Connecticut 06791
Closed,11/12/2020,487181,,To Be Built,170181236,John Huhn,HUHNJO,Coldwell Banker Realty,15 SeaView Ter LOT 10   Waterford Connecticut 06385
Closed,11/12/2020,666374,,To Be Built,170284784,Brette Stern,sternbr,Calcagni Real Estate,58 Mackenzie Willow Terrace  Cheshire Connecticut 06410
Closed,11/12/2020,265000,,Completed/Never Occupied,170308438,David Aurigemma,AURIGEMD,"Regency Real Estate, LLC",11 Nina Drive  Naugatuck Connecticut 06770
Closed,11/10/2020,675231,,To Be Built,170281333,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 1 Cornwall Avenue  Cheshire Connecticut 06410
Closed,11/10/2020,477763,,To Be Built,170283033,Maryam A Taylor,TAYLORMA,Calcagni Real Estate,500 Ridgewood Road  Middletown Connecticut 06457
Closed,11/10/2020,386550,,Under Construction,170285070,Rick P Jowdy,RJOWD,RJ Real Estate,42 chestnut Street 7 Bethel Connecticut 06801
Closed,11/10/2020,481495,,Under Construction,170317062,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",151 Willow Creek Lane   Southington Connecticut 06489
Closed,11/10/2020,1400,,Completed/Never Occupied,170327537,Richard Greene,GREENER,Coldwell Banker Realty,15 Center  4 Salem Connecticut 06420
Closed,11/9/2020,603949,,To Be Built,170295090,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,188 North Ridge Drive  Southington Connecticut 06489
Closed,11/9/2020,383170,,Under Construction,170348987,Bridie Bradbury,bradbubr,Calcagni Real Estate,139 Mulholland Way  84 North Haven Connecticut 06473
Closed,11/6/2020,580000,,Completed/Never Occupied,170259208,DONNA MEMBRINO,MEMBDO,William Pitt Sotheby's Int'l,120 Bayview Circle  Watertown Connecticut 06795
Closed,11/6/2020,462545,,Under Construction,170280984,Andrea Bannerman,20635,Thomas Jacovino,14 West Cross Trail 127 Danbury Connecticut 06810
Closed,11/5/2020,289024,,To Be Built,170316232,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road  2 Southington Connecticut 06489
Closed,11/4/2020,715000,,Under Construction,170237258,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,46 Arbor Crossing   East Lyme Connecticut 06333
Closed,11/4/2020,235000,,Completed/Never Occupied,170264602,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,790 Seaview Avenue 3 Bridgeport Connecticut 06607
Closed,11/4/2020,8900,,Completed/Never Occupied,170317902,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 201 / The Jesup Westport Connecticut 06880
Closed,11/3/2020,376499,,Under Construction,170259242,Wendy L. O'Donnell,ODONNELW,EG Group Realty,30 Park Avenue  Stonington Connecticut 06355
Closed,11/3/2020,381000,,Under Construction,170293347,Ryan Peterson,PETERSOR,Century 21 AllPoints Realty,179 Scenic Drive  Berlin Connecticut 06037
Closed,11/2/2020,414839,,To Be Built,170274087,Patricia Wheway,WHEWAYP,Coldwell Banker Realty,37 Meacham Drive 37 Enfield Connecticut 06082
Closed,11/2/2020,397123,,To Be Built,170312355,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road  11 Southington Connecticut 06489
Closed,11/1/2020,3500,,Completed/Never Occupied,170339477,Aneta S Jankowski,4468,Keller Williams Prestige Prop.,27 Houston Terrace 4 Stamford Connecticut 06902
Closed,10/30/2020,350697,,To Be Built,170189414,Kathy Childs,PALAGONK,Thomas Jacovino,2 Tamarack Court 170 Prospect Connecticut 06712
Closed,10/30/2020,446539,,To Be Built,170207068,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,135 RIDGEWOOD Drive 258 Middlebury Connecticut 06762
Closed,10/30/2020,442673,,To Be Built,170237745,Andrea Bannerman,20635,Thomas Jacovino,23 West Cross Trail 109 Danbury Connecticut 06810
Closed,10/30/2020,601050,,To Be Built,170266144,Marilyn F Rock,ROCKMA,Calcagni Real Estate,Lot 1 Copper Valley Ct   Cheshire Connecticut 06410
Closed,10/30/2020,349000,,Completed/Never Occupied,170267388,Alfred D Serrao,SERRAOA,Pulte Realty of Connecticut In,1010 St. Andrews Drive 4717 Oxford Connecticut 06478
Closed,10/30/2020,369995,,Under Construction,170286517,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,137 Ridgewood Drive Road 257 Middlebury Connecticut 06762
Closed,10/30/2020,295000,,Completed/Never Occupied,170315910,Mark H Mooney,MOONEYMH,"Mooney Real Estate, LLC",759 George Washington Turnpike  A Burlington Connecticut 06013
Closed,10/30/2020,299900,,Under Construction,170332969,Maureen L Morrill,MORRILMA,Diorio Realty,403-A Heritage Village Condo  403-A Southbury Connecticut 06488
Closed,10/30/2020,257900,,Completed/Never Occupied,170338809,Cheryl Alaimo,ALAIMOCH,Coldwell Banker Realty,37 Spier Avenue  Enfield Connecticut 06082
Closed,10/29/2020,559431,,To Be Built,170240426,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,35 Arbor Crossing   East Lyme Connecticut 06333
Closed,10/29/2020,500000,,Completed/Never Occupied,170268006,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,41 Glen Place (102 Orchard St)  16 Glastonbury Connecticut 06033
Closed,10/29/2020,4500,,Completed/Never Occupied,170273093,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street   Westport Connecticut 06880
Closed,10/29/2020,6200,,Completed/Never Occupied,170277800,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street one Westport Connecticut 06880
Closed,10/29/2020,2895,,Completed/Never Occupied,170339382,Carol M Horsford,smithcar,Farnam Realty Group,91 Church Street 3 New Haven Connecticut 06511
Closed,10/28/2020,296345,,To Be Built,170189393,Kathy Childs,PALAGONK,Thomas Jacovino,6 Tamarack Court 225 Prospect Connecticut 06712
Closed,10/28/2020,356160,,Under Construction,170235591,Wendy L. O'Donnell,ODONNELW,EG Group Realty,28 Park Avenue  Stonington Connecticut 06355
Closed,10/28/2020,785000,,Completed/Never Occupied,170287563,Steven Lorenz,17590,Keller Williams Prestige Prop.,47 Field Street  Stamford Connecticut 06906
Closed,10/27/2020,590179,,To Be Built,170122960,Suzanne B DeMarco,21546,Thomas Jacovino,10 Cole Lane 28 Bethel Connecticut 06801
Closed,10/27/2020,489900,,Completed/Never Occupied,170254070,Stacy M Blake,BLAKEST,Stacy Blake Realty LLC,27 Hunter Mountain Roads  Oxford Connecticut 06478
Closed,10/26/2020,643395,,Under Construction,170245810,Andrea Bannerman,20635,Thomas Jacovino,129 Winding Ridge Way 81 Danbury Connecticut 06810
Closed,10/23/2020,297000,,Under Construction,170089046,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,9 Henry Drive  Plainfield Connecticut 06354
Closed,10/23/2020,349980,,To Be Built,170104058,Kathy Childs,PALAGONK,Thomas Jacovino,4 Cherry Circle 278 Prospect Connecticut 06712
Closed,10/23/2020,528754,,To Be Built,170145732,Meredith Colasanto,COLASANM,Thomas Jacovino,134 RIDGEWOOD Drive 182 Middlebury Connecticut 06762
Closed,10/23/2020,299000,,Under Construction,170297094,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,8 Henry Drive  Plainfield Connecticut 06354
Closed,10/23/2020,483400,,Under Construction,170313140,Barbara Sylvester,JSYL1,Carey & Guarrera Real Estate,18 SYLVESTERS WAY   Shelton Connecticut 06484
Closed,10/22/2020,384145,,To Be Built,170104067,Kathy Childs,PALAGONK,Thomas Jacovino,2 Cherry Circle 277 Prospect Connecticut 06712
Closed,10/22/2020,502500,,To Be Built,170248671,Kelly Fressola,FRESSOLKE,Berkshire Hathaway NE Prop.,526 Quaker Farms Road   Oxford Connecticut 06478
Closed,10/21/2020,239900,,Under Construction,170245412,Dawn Cabral,cabralda,"West View Properties, LLC",32 Stevens Boulevard  Thomaston Connecticut 06787
Closed,10/21/2020,352900,,Completed/Never Occupied,170247830,Kathy Childs,PALAGONK,Thomas Jacovino,5 White Oak Drive 2 Prospect Connecticut 06712
Closed,10/21/2020,412500,,Completed/Never Occupied,170249413,Amy F Rio,PAYNEA,Executive Real Estate Inc.,17 Meshomasic Trail  Portland Connecticut 06480
Closed,10/21/2020,989000,,Under Construction,170268031,Tim M Dent,JDENT,Coldwell Banker Realty,8 Black Pine Ridge   Ridgefield Connecticut 06877
Closed,10/20/2020,307360,,To Be Built,170270560,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,25 Kennison Court 79 South Windsor Connecticut 06074
Closed,10/20/2020,365000,,Under Construction,170323841,Eric Rosales,ROSALESE,Smart Realty Services Corp,180 Clover Hill Avenue  Bridgeport Connecticut 06606
Closed,10/19/2020,540334,,To Be Built,170253025,Andrea Bannerman,20635,Thomas Jacovino,131 Winding Ridge Way 82 Danbury Connecticut 06810
Closed,10/19/2020,434049,,Under Construction,170274528,Andrea Bannerman,20635,Thomas Jacovino,15 West Cross Trail 113 Danbury Connecticut 06810
Closed,10/19/2020,527860,,Under Construction,170294772,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,13 Prospect Ridge   Simsbury Connecticut 06070
Closed,10/16/2020,370000,,Under Construction,170206046,Kristin M Daly-Murphy,dalykr,Calcagni Real Estate,145 Mulholland Way  North Haven Connecticut 06473
Closed,10/16/2020,270000,,Completed/Never Occupied,170264354,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,850 Seaview Avenue 1 Bridgeport Connecticut 06607
Closed,10/16/2020,615000,,To Be Built,170266689,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,3 Partridge Court   East Lyme Connecticut 06333
Closed,10/16/2020,614513,,To Be Built,170280705,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,15 Partridge Court   East Lyme Connecticut 06333
Closed,10/16/2020,1450,,Completed/Never Occupied,170283062,Mac A McCorrison,MCCORRIR,McCorrison DW Fish Real Estate,196 East Hampton Road  Marlborough Connecticut 06249
Closed,10/16/2020,438871,,Under Construction,170318727,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,60 Hillcrest Village; Lot 60   Southington Connecticut 06489
Closed,10/15/2020,483821,,Under Construction,170207324,Meredith Colasanto,COLASANM,Thomas Jacovino,139 RIDGEWOOD Drive 256 Middlebury Connecticut 06762
Closed,10/15/2020,464550,,To Be Built,170263859,Amy Romano,ROMANOA,Preston Gray Real Estate,Lot#2 Meadow Street  Shelton Connecticut 06484
Closed,10/15/2020,259900,,Completed/Never Occupied,170271950,Sandie A Terenzi,TERENZI,Keller Williams Realty,8 Gillette Way   Bristol Connecticut 06010
Closed,10/15/2020,474450,,To Be Built,170290510,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",159 Willow Creek Lane   Southington Connecticut 06489
Closed,10/14/2020,667779,,To Be Built,170145969,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,94 Long Meadow homesite 30 Drive  South Windsor Connecticut 06074
Closed,10/14/2020,270000,,Completed/Never Occupied,170318521,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,820 Seaview Avenue 1 Bridgeport Connecticut 06607
Closed,10/14/2020,595000,,Completed/Never Occupied,170335410,Christina Gajda,GAJDACH,Coldwell Banker Realty,250-D Boston Post Road Road  Westbrook Connecticut 06498
Closed,10/13/2020,386854,,To Be Built,170104052,Kathy Palagonia,PALAGONK,Thomas Jacovino,6 Cherry Circle 279 Prospect Connecticut 06712
Closed,10/13/2020,499900,,To Be Built,170244622,Chris Carey,CCARE1,Carey & Guarrera Real Estate,112 Wells View Road  Shelton Connecticut 06484
Closed,10/13/2020,271950,,Under Construction,170247268,Doug Blackwood,BLACKWOD,Calcagni Real Estate,25 Beecher Walk 25 Orange Connecticut 06477
Closed,10/13/2020,525462,,To Be Built,170276682,Renee Meuse,MEUSER,Century 21 AllPoints Realty,20 Sweetheart Mountain (Lot 3) Road  Canton Connecticut 06019
Closed,10/9/2020,140000,,To Be Built,170170822,Amy Meehan,meehanam,William Raveis Real Estate,5 Murphys Turn   Simsbury Connecticut 06070
Closed,10/9/2020,399135,,To Be Built,170296480,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road 8 Southington Connecticut 06489
Closed,10/8/2020,355000,,Under Construction,170307478,Mario Fajardo,13199,William Raveis Real Estate,517 Seltsam Road  Bridgeport Connecticut 06606
Closed,10/6/2020,460265,,To Be Built,170172227,Vincenzo Valentino,Valentivi,Calcagni Real Estate,271 Jackson Hill   Middlefield Connecticut 06455
Closed,10/6/2020,821600,,Model,170271661,Donna McNamara,MCNAMARAD,RMS Real Estate Group,159 Colonial Road Road 8 Stamford Connecticut 06906
Closed,10/6/2020,646262,,To Be Built,170281388,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 4 Cornwall Avenue  Cheshire Connecticut 06410
Closed,10/6/2020,2650,,Model,170337864,Paul Rullo,B7277,Paul Rullo Real Estate,2 Reynolds Road  Danbury Connecticut 06811
Closed,10/5/2020,486000,,Under Construction,170267890,Lindy Ladutko,LADUTKOB,Property-Connection LLC,465 Orange Center Road   Orange Connecticut 06477
Closed,10/5/2020,409799,,Under Construction,170274526,Andrea Bannerman,20635,Thomas Jacovino,17 West Cross Trail 112 Danbury Connecticut 06810
Closed,10/5/2020,340927,,To Be Built,170292280,Maryam A Taylor,TAYLORMA,Calcagni Real Estate,596 Ridgewood Road  Middletown Connecticut 06457
Closed,10/5/2020,419000,,Under Construction,170317471,Kim Hiteshew,KAS1,Greyrock Companies,4A Morton Street  Danbury Connecticut 06810
Closed,10/2/2020,286250,,Under Construction,170247270,Doug Blackwood,BLACKWOD,Calcagni Real Estate,27 Beecher Walk 24 Orange Connecticut 06477
Closed,10/2/2020,186525,,Under Construction,170270825,Doug Blackwood,BLACKWOD,Calcagni Real Estate,23 Beecher Walk 26 Orange Connecticut 06477
Closed,10/2/2020,404655,,Under Construction,170273076,Jason Saphire,SAPHIREJ,www.EntryOnly.com,204 Stanavage Road Lot 9 Colchester Connecticut 06415
Closed,10/2/2020,404368,,To Be Built,170274078,Patricia Wheway,WHEWAYP,Coldwell Banker Realty,36 Meacham Drive 36 Enfield Connecticut 06082
Closed,10/2/2020,449648,,To Be Built,170281413,Renee Meuse,MEUSER,Century 21 AllPoints Realty,18 Sweetheart Mountain (Lot 2) Road  Canton Connecticut 06019
Closed,10/1/2020,429225,,To Be Built,170153139,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,58 Shepard Way (unit #22)   South Windsor Connecticut 06074
Closed,10/1/2020,1250,,Completed/Never Occupied,170245133,Laurie Hayes-Hagstrom,EHAYESL,"On The Move Realty, LLC",634 Hopeville L 21 Road  Griswold Connecticut 06351
Closed,10/1/2020,1300000,,Completed/Never Occupied,170300849,Thomas J Vellotti,13337,TJ Vellotti Investment Propert,33 Meeker Court  Norwalk Connecticut 06853
Closed,10/1/2020,2292,,Completed/Never Occupied,170318776,Ellie Martinez-Soares,SOARESE,,53 South Street 4 Danbury Connecticut 06810
Closed,9/30/2020,487468,,To Be Built,170154226,Kathy Palagonia,PALAGONK,Thomas Jacovino,28 Tamarack Court 276 Prospect Connecticut 06712
Closed,9/30/2020,432561,,Under Construction,170274480,Andrea Bannerman,20635,Thomas Jacovino,151 Brentwood Circle 21 Danbury Connecticut 06810
